id,area,name,type,summary,address,tel,payex,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo,EntranceCoord,type2,ptype,serviceTime,totallargemotor,ChargingStation
TPE0383,北投區,陽明山第二停車場,1,大型車:83格，小型車:112格(含身心障礙停車位7格，孕婦、育有六歲以下兒童停車位1格)，機車:149格(含身心障礙停車位3格),陽金公路(陽明山國家公園遊客服務中心對面),0975-024268或(02)26546264,計時：週一至週五小型車20元/時，大客車40元/時，週六至週日、政府行政機關放假之紀念日及民俗節日小型車30元/時，大客車60元/時，全程以半小時計費。計次：機車20元/次。每日19至翌日07時開放免費停車。,304998.5,2783042.75,112,149,0,83,1,7,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.15539537', 'Ycod': '121.5459313', 'Address': '竹子湖路'}]}",本處委外停車場,,24小時,0,0
TPE0384,南港區,福山平面停車場,1,大型車:0格，小型車:48格(含身心障礙停車位1格，孕婦、育有六歲以下兒童停車位1格)，機車:0格，充電格位:2格,福山街4號旁,(02)24551299,"小型車：計時 20元/時，全程以半小時計；月租 全日4,800元。",312147.75,2770954.75,48,0,0,0,1,1,0,0,0,0,0,0,{},{},本處委外停車場,D,24小時,0,2
TPE0385,文山區,和興路平面停車場,2,大型車:0格，小型車:21格(含身心障礙停車位1格)，機車:0格,和興路78巷與84巷間,2759-0666,小型車：計時 20元/時，停車全程以半小時計。,305379.43750,2764211.00000,21,0,0,0,0,1,0,0,0,0,0,0,{},{},本處自營停車場,,周一至周六9-17時,0,0
TPE0387,中正區,台大醫院兒童醫療大樓停車場,1,大型車:0格，小型車:314格(含身心障礙停車位7格，孕婦、育有六歲以下兒童停車位8格)，機車:102格(含身心障礙停車位2格),中山南路8號地上1層及地下2至3層,0800208333,小型車：計時 50元/時，停車全程以半小時計。機車：20元/次，隔日另計。,302354.75,2770792.5,314,102,0,0,8,7,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0388,大安區,福華大飯店平面停車場,2,大型車:0格，小型車:44格(含身心障礙停車位1格)，機車:0格,復興南路1段318號旁空地,2700-2323；2326-7592總務部,計時：80元/時，超過4小時以120元/時計。停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。,304808.75000,2769983.50000,44,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0389,中山區,臺北農產運銷股份有限公司第二果菜批發市場地下三樓停車場(濱江市場地下停車場),1,大型車:0格，小型車:349格(含身心障礙停車位8格)，機車:0格，充電格位:7格,民族東路336號地下3層,2516-2519#1125、1116、1117,"計時：30元/時，前15分鐘免費，全程以半小時計費。月租：全日4,800元/月、夜間2,000元/月(18-08)。",304211,2773378.5,349,0,0,0,0,8,0,0,0,0,0,0,{},{},市屬機關學校委外,S,24小時,0,7
TPE0390,大安區,道慈大樓停車場,2,大型車:0格，小型車:136格(含身心障礙停車位3格)，機車:0格,復興南路1段303號地下2、3、4層,2703-4620,"計時：60元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：12,000元/月。",304892.43750,2769725.25000,136,0,0,0,0,3,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0391,萬華區,佳音國際-西園停車場,2,大型車:0格，小型車:19格(含身心障礙停車位1格)，機車:0格,西園路1段72巷22號,2754-6661 #18,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：6,000元/月。",300352.65625,2770223.25000,19,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0392,中正區,佳音國際-詔安停車場,2,大型車:0格，小型車:5格(含身心障礙停車位1格)，機車:0格,詔安街250巷口旁空地,2754-6661 #18,"月租：6,000元/月。",301354.15625,2768891.75000,5,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0393,大安區,愛馬屋通化場,2,大型車:0格，小型車:31格(含身心障礙停車位1格)，機車:0格,光復南路676巷18之1號,2345-7749,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",306145.09375,2769297.00000,31,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0394,大安區,成功國宅第10棟停車場,2,大型車:0格，小型車:6格(含身心障礙停車位1格)，機車:0格,復興南路2段171巷23、25、27、29號,2720-8889,"1~6號車位每一車位月租每月4,500元/月，成功國宅第10棟住戶5折，成功國宅第10棟工作人員及所在鄰里里民以7折計。",305015.62500,2768966.25000,6,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0395,大安區,台北通化停車場,1,大型車:0格，小型車:49格(含身心障礙停車位1格)，機車:0格,通化街163號旁空地,2246-1708#69,"計時：160元/時，全程以半小時計費。月租：全日12,000元/月。",305893.9375,2769011.25,49,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0396,大安區,敦南大樓停車場,1,大型車:0格，小型車:122格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位2格)，機車:0格，充電格位:4格,敦化南路2段93-95號地下3至5層,27024488,"小型車：計時 80元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計；月租 全日10,000元。",305426.5,2769134.25,122,0,0,0,2,2,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,4
TPE0397,萬華區,台灣聯通大世界停車場,1,大型車:0格，小型車:91格(含身心障礙停車位1格)，機車:0格,成都路81號地下2至4層,2523-5000 #1138黃小姐,"小型車：計時 120元/時，未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計;月租 全日8,000元",300972.125,2770647,91,0,0,0,0,1,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.03457', 'Ycod': '121.56063', 'Address': ''}]}",民營停車場,,24小時,0,0
TPE0398,中正區,便利停車場林森三站,1,大型車:0格，小型車:26格(含身心障礙停車位1格)，機車:0格,林森南路4-1、4-2號及青島東路9號地下1層,2799-1001#166,"小型車：計時 100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計；月租 全日7,000元。",302764.3438,2770768.5,26,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0399,北投區,關渡水岸自然公園平面停車場,1,大型車:18格，小型車:309格(含身心障礙停車位7格，孕婦、育有六歲以下兒童停車位1格)，機車:142格(含身心障礙停車位4格),知行路360號(關渡宮)對面空地,(02)27057716,小型車：計時 週一~週五20元/時，週六、週日、行政機關放假之紀念日與民俗日30元/時，全程以半小時計，大型車：平常日40元/時，例假日60元/時，30分鐘內離場免費。。機車：機車免費停車,296635.125,2779003,309,142,0,18,1,7,0,0,0,0,0,0,{},{},本處委外停車場,,24小時,0,0
TPE0400,士林區,新光三越百貨股份有限公司台北天母分公司二館停車場,2,大型車:0格，小型車:131格(含身心障礙停車位3格，孕婦、育有六歲以下兒童停車位2格)，機車:0格，充電格位:3格,忠誠路2段206號地下1至4層,(02)28756000,小型車：計時 100元/時，未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計,303862.34375,2778868.50000,131,0,0,0,2,3,0,0,0,0,0,0,{},{},民營停車場,,上午9時至凌晨4時,0,3
TPE0401,萬華區,臺北市萬華區行政中心地下停車場,1,大型車:0格，小型車:205格(含身心障礙停車位5格，孕婦、育有六歲以下兒童停車位4格)，機車:66格(含身心障礙停車位1格)，充電格位:4格,和平西路3段120號地下1至5層,23064468,"小型車：計時 30元/時，停車全程以半小時計；月租：全日9,600元/雙月、日間4,800/雙月(07-19)、夜間4,800/雙月(19-07)。機車：20元/次，隔日另計。",300440.6875,2769721.25,205,66,0,0,4,5,0,0,0,0,0,0,{},{},市屬機關學校自營,D,24小時,0,4
TPE0402,大同區,臺北市立聯合醫院-中興院區停車場,1,大型車:0格，小型車:80格(含身心障礙停車位3格，孕婦、育有六歲以下兒童停車位2格)，機車:0格，充電格位:2格,鄭州路145號,2786-7755,計時：40元/時，停車前30分鐘內離開免費，全程以半小時計費。,301333.0625,2771544,80,0,0,0,2,3,0,0,0,0,0,0,{},{},市屬機關學校委外,S,24小時,0,2
TPE0403,信義區,嘟嘟房東興站停車場,1,大型車:0格，小型車:144格(含身心障礙停車位2格)，機車:0格,東興路65號地下1-4層,2655-0818,"計時：120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：12,000元/月。",307173.0312,2771107.75,144,0,0,0,0,2,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.03457', 'Ycod': '121.56063', 'Address': ''}]}",民營停車場,,24小時,0,0
TPE0404,信義區,亨通信義停車場,1,大型車:0格，小型車:79格(含身心障礙停車位2格)，機車:114格(含身心障礙停車位4格),松智路25號及松勤街90號旁空地,0800208333,"計時：小型車150元/時，全程以半小時計。計次：機車80元/次，隔日另計。月租：小型車全日10,000元/月，機車800元/月。",307024.75,2769476.25,79,114,0,0,0,2,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0405,北投區,臺北榮民總醫院二號門地下停車場,1,大型車:0格，小型車:366格(含身心障礙停車位8格，孕婦、育有六歲以下兒童停車位7格)，機車:0格,石牌路2段201號地下1-3層,2875-7003,"計時：40元/時，進場未滿30分鐘免費；夜間20元/時(23-翌日7)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：夜間2,000元/月(18-翌日7)。",302491.3125,2779074.25,366,0,0,0,7,8,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0407,內湖區,安康公車調度站臨時平面停車場,1,大型車:0格，小型車:115格(含身心障礙停車位3格)，機車:84格(含身心障礙停車位2格)，充電格位:3格,五分街12號旁空地,27867755,"小型車：計時 20元/時(09時~17時)，全程以半小時計，其餘時段不收費；月租 日間4,000元(09時~17時)。機車：20元/次，星期六及星期日09時至17時(當日當次，其餘時段不收費)。",311864.9688,2773376.5,115,84,0,0,0,3,0,0,0,0,0,0,{},{},本處委外停車場,D,24小時,0,3
TPE0408,大安區,168停車聯盟-復興南場,2,大型車:0格，小型車:78格(含身心障礙停車位1格)，機車:0格,復興南路1段219-2號地下2至4層,2754-6661 #18,"計時：100元/時，全程以半小時計費。月租：10,000元/月。",304924.53125,2770202.00000,78,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0409,信義區,吳興街284巷臨時平面停車場,1,大型車:0格，小型車:50格(含身心障礙停車位1格，孕婦、育有六歲以下兒童停車位1格)，機車:39格(含身心障礙停車位1格)，充電格位:2格,吳興街284巷與吳興街260巷21弄交叉口旁,2246-1708,"小型車：計時 30元/時，全程以半小時計；月租 全日7,200元。機車：免費停車。",306886.2188,2768679,50,39,0,0,1,1,0,0,0,0,0,0,{},{},本處委外停車場,D,24小時,0,2
TPE0410,文山區,臺北花木批發市場地下停車場,1,大型車:0格，小型車:411格(含身心障礙停車位10格，孕婦、育有六歲以下兒童停車位8格)，機車:352格(含身心障礙停車位7格)，充電格位:6格,興隆路1段15號地下(地下共2層),8663-1858,"計時:小型車/大重機20元/時，機車10元/時(當日當次收費上限20元)，全程以半小時計。月租:小型車：全日4,800元、日間2,400元(07-19)、夜間1,500元(19-08)；大重機全日2,400元；機車全日300元。",304569.6875,2766376.75,411,352,0,0,8,10,0,0,0,0,0,0,"{'Holiday': [{'Period': '00~24', 'Fare': '20'}], 'WorkingDay': [{'Period': '00~24', 'Fare': '20'}]}","{'EntrancecoordInfo': [{'Xcod': '25.00547', 'Ycod': '121.53968', 'Address': ''}]}",本處委外停車場,,24小時,0,6
TPE0411,士林區,新光三越百貨股份有限公司台北天母分公司停車場,2,大型車:0格，小型車:146格(含身心障礙停車位3格，孕婦、育有六歲以下兒童停車位2格)，機車:0格,天母東路68號地下1至4層,,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,303843.78125,2778945.25000,146,0,0,0,2,3,0,0,0,0,0,0,{},{},民營停車場,,09時00分 至 22時00分,0,0
TPE0412,中山區,合發大樓停車場,2,大型車:0格，小型車:25格(含身心障礙停車位1格)，機車:0格,農安街32、34號地下2層,,"小型車：計時 (08時~22時)60元/時，(22時~08時)20元/時，全程以半小時計;月租 全日6,500元",303130.75000,2773028.25000,25,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0413,中正區,168停車聯盟-北平東場,1,大型車:0格，小型車:59格(含身心障礙停車位1格)，機車:0格,北平東路30號地下2層,2754-6661分機18,"計時：150元/時，全程以半小時計費。月租：15,000元/月。",303095.5938,2770932.75,59,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0414,內湖區,瑞光停車場,2,大型車:0格，小型車:107格(含身心障礙停車位4格)，機車:0格,瑞光路100號地下2-3層,8791-4367,"計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：5,000元/月。",308640.09375,2773807.25000,107,0,0,0,0,4,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0415,信義區,愛馬屋光復場,2,大型車:0格，小型車:31格(含身心障礙停車位1格)，機車:0格,光復南路495號地下2層,0223457749,"計時：100元/時，停車全程以半小時計。月租：全日8,000元/月。",306292.59375,2769492.25000,31,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0416,萬華區,永權實業有限公司長沙停車場,2,大型車:0格，小型車:17格(含身心障礙停車位1格)，機車:0格,長沙街2段57號旁空地,02-2331-6406,"計時：80元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",301019.43750,2770389.50000,17,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0417,中正區,Times臨沂街第2,2,大型車:0格，小型車:23格(含身心障礙停車位1格)，機車:0格,臨沂街63巷1號旁空地,0800-88-8924；2504-6098,計時：100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。,303380.68750,2769944.75000,23,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0418,信義區,便利停車場信義二站,1,大型車:0格，小型車:18格(含身心障礙停車位1格)，機車:42格(含身心障礙停車位1格),信義路5段100號對面空地,022799-1001#166,"計時：小型車平日40元/時，假日60元/時，停車全程以半小時計。計次：機車80元/次(隔日另計)。月租：小型車全日12,000元/月。",307040.7188,2769500.75,18,42,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0419,大同區,三德觀光大飯店股份有限公司停車場,2,大型車:0格，小型車:28格(含身心障礙停車位1格)，機車:0格,承德路3段49號1樓及地下1層,2596-3121,計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。,302320.84375,2773063.00000,28,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0421,信義區,春光公園地下停車場,1,大型車:0格，小型車:214格(含身心障礙停車位5格，孕婦、育有六歲以下兒童停車位4格)，機車:68格(含身心障礙停車位3格)，充電格位:5格,忠孝東路5段666號地下1至3層,2944-1489,"計時：小型車30元/時、機車10元/時(當日當次最高收費上限20元，隔日另計)，全程以半小時計費。月租：小型車全日6,600元/月、日間3,600元/月(07-19)、夜間3,600元/月(19-08)；機車300元/月。停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元（未充電者合計每小時加收20元）。",308625.2188,2770609.25,214,68,0,0,4,5,0,0,0,0,0,0,"{'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~20', 'Fare': '30'}, {'Period': '20~24', 'Fare': '10'}], 'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~20', 'Fare': '30'}, {'Period': '20~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.0424102', 'Ycod': '121.5810549', 'Address': '林口街'}, {'Xcod': '25.04206811', 'Ycod': '121.5804595', 'Address': '忠孝東路五段'}]}",本處委外停車場,,24小時,0,5
TPE0422,南港區,家樂福新南港停車場,1,大型車:0格，小型車:48格(含身心障礙停車位1格，孕婦、育有六歲以下兒童停車位1格)，機車:0格,南港路2段146號地下2層,02-22461708#15,小型車：計時 100元/時，全程以半小時計;月租 全日5000元,310584.25,2771893.75,48,0,0,0,1,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0423,中正區,台大校友聯誼社停車場,2,大型車:0格，小型車:14格(含身心障礙停車位1格)，機車:0格,濟南路1段2-1號,2321-8415,小型車：計時 100元/時，停車全程以半小時計，免費：限臺大師長、臺大校友文化基金會董事、顧問、臺大聯誼社管理委員、臺大校友會理監事參加校友會相關會議。配合立法院臨時停車需要包場租借。,302433.68750,2770624.25000,14,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0424,內湖區,台灣聯通瑞光停車場,2,大型車:0格，小型車:77格(含身心障礙停車位1格)，機車:180格(含身心障礙停車位3格),瑞光路407-423號地下1層,2523-5000,"計時：汽車80元/時，機車20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：汽車8,000元/月，機車800元/月。",307625.50000,2774572.50000,77,180,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0425,中山區,永盛公園地下停車場,1,大型車:0格，小型車:224格(含身心障礙停車位5格，孕婦、育有六歲以下兒童停車位4格)，機車:62格(含身心障礙停車位1格)，大型重機:1格，充電格位:6格,中山北路2段93巷30號地下,2759-0666,"小型車：計時 50元/時(08時~24時)，30元/時，全程以半小時計；月租 全日4,800元。機車：20元/次，隔日另計；月租300元/月。",302950.6562,2772444.25,224,62,0,0,4,5,0,0,0,0,0,0,"{'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~24', 'Fare': '30'}], 'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.05939', 'Ycod': '121.52492', 'Address': ''}]}",本處自營停車場,S,24小時,1,6
TPE0426,大同區,玉泉公園游泳池停車場,1,大型車:0格，小型車:22格(含身心障礙停車位1格)，機車:0格,西寧北路28號,2550-0996,"計時：30元/時，全程以半小時計費。月租：7,200元/月。",301145.0625,2771438.75,22,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,5時30分 至 22時0分,0,0
TPE0427,士林區,雙溪公園平面停車場,1,大型車:0格，小型車:6格(含身心障礙停車位1格)，機車:0格,雙溪公園對面,0227590666,小型車： 50元/次，隔日另計。,304182.1562,2776742.75,6,0,0,0,0,1,0,0,0,0,0,0,{},{},本處自營停車場,D,收費日：星期一至星期日，收費時間：09時-17時,0,0
TPE0428,北投區,明德平面停車場,1,大型車:0格，小型車:30格(含身心障礙停車位1格)，機車:0格，充電格位:2格,明德路315號對面,0225573722,"小型車：計時 30元/時，停車全程以半小時計；月租 全日7,200元。",302510.3125,2778678.5,30,0,0,0,0,1,0,0,0,0,0,0,{},{},本處委外停車場,,24小時,0,2
TPE0429,大同區,五號水門堤外停車場,1,大型車:0格，小型車:69格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位1格)，機車:0格,鄭州路、民生西路底堤防外,2759-0666,"計時:星期一至星期五30元(07-10)，40元(10-20)，星期六至星期日及政府行政機關放假之紀念日與民俗節日40元(07-20)，全程以半小時計費。月租:全日2,400元月(三、五號水門堤外通用)。",301214.9688,2772087.75,69,0,0,0,1,2,0,0,0,0,0,0,{},{},本處自營停車場,,周一至周日07時至20時,0,0
TPE0430,中山區,冠宇商行,2,大型車:0格，小型車:1格(含身心障礙停車位1格)，機車:0格,中山北路2段128巷6弄5號1層,2581-9541,計時：60元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。,302686.56250,2772689.25000,1,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,7時0分 至 22時0分,0,0
TPE0431,內湖區,陽光街口停車場,2,大型車:0格，小型車:34格(含身心障礙停車位1格)，機車:0格,陽光街381號旁空地,0910711466,"計時:60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:4,500元/月。",308192.93750,2773928.50000,34,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0432,內湖區,啟鑫開發有限公司法蘭克福站停車場,2,大型車:0格，小型車:33格(含身心障礙停車位1格)，機車:0格,內湖路1段318號地下1、2、3層,0983800147,"計時:50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日4,500元/月。",307471.37500,2774922.75000,33,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0433,中山區,台灣聯通南京停車場,1,大型車:0格，小型車:241格(含身心障礙停車位5格)，機車:0格,南京東路2段139號地下3-7層,2523-5000,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全天10,000元/月，日間：8,000元/月(07-19)，夜間6,000元/月(19-07)。",304036.1875,2771679.25,241,0,0,0,0,5,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0434,松山區,台灣聯通前瞻停車場,2,大型車:0格，小型車:57格(含身心障礙停車位1格)，機車:0格,南京東路5段1號B1-B4,2523-5000,"一、臨停：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。二、月租：全日8,000元/月，日間：7,000元/月(0800-2000)、夜間6,000元/月(2000-0800)。",306244.81250,2771633.25000,57,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0435,信義區,城市車旅台北信基大樓停車場,1,大型車:0格，小型車:9格(含身心障礙停車位1格)，機車:0格,信義路4段456號地下1層之一及456、458、460、462、466號地下4層,0800208333,"計時：180元/時，停車全程以半小時計。月租：全日10,000元/月。",306368.3125,2769520.5,9,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0436,中山區,JR台北大飯店停車場,1,大型車:0格，小型車:175格(含身心障礙停車位4格，孕婦、育有六歲以下兒童停車位4格)，機車:0格,南京東路3段133號地下4-6層,2246-1708,"計時：120元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日10,000元/月。",304608.2812,2771669.5,175,0,0,0,4,4,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0437,文山區,安豐停車場,2,大型車:0格，小型車:48格(含身心障礙停車位1格)，機車:0格,興隆路3段112巷11號對面,0912503733,計時：50元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。,306192.12500,2765727.25000,48,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0438,北投區,臺北藝術大學停車場,1,大型車:0格，小型車:47格(含身心障礙停車位2格)，機車:147格(含身心障礙停車位3格),學園路1號,(02)22461708,"計時：平日30元/時，假日50元/時，進場前30分鐘免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：汽車5,000元/月，機車500元/月。計次：機車10元/次，隔日隔次另計。",297012.0938,2780340.25,47,147,0,0,0,2,0,0,0,0,0,0,{},{},民營停車場,,7時0分 至 23時0分,0,0
TPE0439,中正區,台灣聯通仁愛停車場,2,大型車:0格，小型車:30格(含身心障礙停車位1格)，機車:0格,仁愛路2段13號,2523-5000,"小型車：計時 80元/時，未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計;月租 全日8,000元，日間7,000元(08時~20時)，夜間6,000元(20時~08時)",303145.59375,2770148.50000,30,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0440,中山區,全球民權大樓地下停車場,2,大型車:0格，小型車:375格(含身心障礙停車位7格)，機車:330格(含身心障礙停車位10格),民權東路3段2號地下2、3、4、5、6層,25172642,"計時:小型車60元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租:小型車固定車位12,000元/月，非固定車位8,000元/月，機車1,200元/月。",304254.31250,2772768.25000,375,330,0,0,0,7,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0441,中山區,中山運動中心旁臨時平面停車場,1,大型車:0格，小型車:53格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位1格)，機車:0格,中山北路2段44巷及46巷中間,2518-5299,"小型車：計時 40元/時，全程以半小時計；月租 全日9,600元。",3302617,2771999.25,53,0,0,0,1,2,0,0,0,0,0,0,{},{},本處委外停車場,S,24小時,0,0
TPE0442,內湖區,瑞光二平面停車場,2,大型車:0格，小型車:39格(含身心障礙停車位1格)，機車:0格,瑞光路316巷5號對面空地,0287914367,"小型車：計時 80元/時，停車全程以半小時計；月租 全日6,000元/月。",307848.50000,2774341.25000,39,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0443,松山區,嘟嘟房光復南站停車場,2,大型車:0格，小型車:10格(含身心障礙停車位1格)，機車:0格,光復南路46巷37號,(02)26550818,"小型車：計時 120元/時，未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計;月租 全日15,000元",306008.37500,2770983.75000,10,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0444,北投區,洲美運動公園地下停車場,1,大型車:0格，小型車:88格(含身心障礙停車位8格，孕婦、育有六歲以下兒童停車位2格)，機車:0格，充電格位:2格,洲美街271號地下1層,0228360050,"小型車：計時 20元/時，停車全程以半小時計，未滿30分鐘免費；月租 全日1,500元。",300364.0625,2778024.75,88,0,0,0,2,8,0,0,0,0,0,0,{},{},市屬機關學校自營,S,05時至22時(每周一及國定假日休館不開放),0,2
TPE0445,大安區,臺灣科技大學地下停車場,1,大型車:0格，小型車:142格(含身心障礙停車位5格，孕婦、育有六歲以下兒童停車位3格)，機車:904格(含身心障礙停車位23格),基隆路4段43號地下1至2層,2246-1708 #69,"小型車：計時 80元/時，全程以半小時計;月租 全日8,000元，半日4000元/月。機車：機車收費50元/次;機車月租600元/月",304588.125,2767383,142,904,0,0,3,5,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0446,中正區,台北車站K區地下街停車場,1,大型車:0格，小型車:188格(含身心障礙停車位4格，孕婦、育有六歲以下兒童停車位2格)，機車:0格，充電格位:2格,忠孝西路1段47號地下2層,2314-1219,"計時：平日50元/時、假日60元/時，全程以半小時計費。月租：9,000元/月。",302223.2188,2771084,188,0,0,0,2,4,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,2
TPE0447,中山區,大潤發中崙店停車場,2,大型車:0格，小型車:346格(含身心障礙停車位10格，孕婦、育有六歲以下兒童停車位10格)，機車:442格(含身心障礙停車位12格),八德路2段306號地下4-5層及地上1層,8772-6635,"計時：小型車50元/時，機車20元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：小型車4,500元/月。",304738.90625,2771088.00000,346,442,0,0,10,10,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0448,士林區,三腳渡平面停車場,1,大型車:0格，小型車:124格(含身心障礙停車位3格，孕婦、育有六歲以下兒童停車位1格)，機車:16格(含身心障礙停車位1格),劍潭抽水站堤外,0227590666,"小型車：計時 20元/時，停車全程以半小時計，全日雙月票6,000元。機車：免費停車。",302104.2188,2774956.25,124,16,0,0,1,3,0,0,0,0,0,0,{},{},本處自營停車場,D,收費日：星期一至星期日，收費時間：09-17,0,0
